Date;Country;Period;Local marginal capacity price (euro/MW)
2021-01-01;Frankreich;NEGPOS_08_12;17.1
2021-01-01;Frankreich;NEGPOS_12_16;20
2021-01-01;Frankreich;NEGPOS_16_20;15
2021-01-01;Frankreich;NEGPOS_20_24;20
2021-01-02;Frankreich;NEGPOS_00_04;11.36
2021-01-02;Frankreich;NEGPOS_04_08;18.4
2021-01-02;Frankreich;NEGPOS_08_12;20
2021-01-02;Frankreich;NEGPOS_12_16;20
2021-01-02;Frankreich;NEGPOS_16_20;13.64
2021-01-02;Frankreich;NEGPOS_20_24;25
2021-01-03;Frankreich;NEGPOS_00_04;22
2021-01-03;Frankreich;NEGPOS_04_08;13.92
2021-01-03;Frankreich;NEGPOS_08_12;16
2021-01-03;Frankreich;NEGPOS_12_16;14.56
2021-01-03;Frankreich;NEGPOS_16_20;14.16
2021-01-03;Frankreich;NEGPOS_20_24;16.1
2021-01-04;Frankreich;NEGPOS_00_04;19.28
2021-01-04;Frankreich;NEGPOS_04_08;19.72
2021-01-04;Frankreich;NEGPOS_08_12;11
2021-01-04;Frankreich;NEGPOS_12_16;11.5
2021-01-04;Frankreich;NEGPOS_16_20;11.96
2021-01-04;Frankreich;NEGPOS_20_24;21.22
2021-01-05;Frankreich;NEGPOS_00_04;22
2021-01-05;Frankreich;NEGPOS_04_08;26.33
2021-01-05;Frankreich;NEGPOS_08_12;9.84
2021-01-05;Frankreich;NEGPOS_12_16;11
2021-01-05;Frankreich;NEGPOS_16_20;3.72
2021-01-05;Frankreich;NEGPOS_20_24;19
2021-01-06;Frankreich;NEGPOS_00_04;27.99
2021-01-06;Frankreich;NEGPOS_04_08;28
2021-01-06;Frankreich;NEGPOS_08_12;11
2021-01-06;Frankreich;NEGPOS_12_16;15.66
2021-01-06;Frankreich;NEGPOS_16_20;15
2021-01-06;Frankreich;NEGPOS_20_24;19
2021-01-07;Frankreich;NEGPOS_00_04;29
2021-01-07;Frankreich;NEGPOS_04_08;29
2021-01-07;Frankreich;NEGPOS_08_12;1.52
2021-01-07;Frankreich;NEGPOS_12_16;1.68
2021-01-07;Frankreich;NEGPOS_16_20;1.4
2021-01-07;Frankreich;NEGPOS_20_24;11
2021-01-08;Frankreich;NEGPOS_00_04;19
2021-01-08;Frankreich;NEGPOS_04_08;25
2021-01-08;Frankreich;NEGPOS_08_12;1
2021-01-08;Frankreich;NEGPOS_12_16;1.36
2021-01-08;Frankreich;NEGPOS_16_20;1.08
2021-01-08;Frankreich;NEGPOS_20_24;11
2021-01-09;Frankreich;NEGPOS_00_04;19.1
2021-01-09;Frankreich;NEGPOS_04_08;29
2021-01-09;Frankreich;NEGPOS_08_12;12.88
2021-01-09;Frankreich;NEGPOS_12_16;11
2021-01-09;Frankreich;NEGPOS_16_20;10
2021-01-09;Frankreich;NEGPOS_20_24;15.83
2021-01-10;Frankreich;NEGPOS_00_04;20
2021-01-10;Frankreich;NEGPOS_04_08;25
2021-01-10;Frankreich;NEGPOS_08_12;18
2021-01-10;Frankreich;NEGPOS_12_16;16
2021-01-10;Frankreich;NEGPOS_16_20;15
2021-01-10;Frankreich;NEGPOS_20_24;19
2021-01-11;Frankreich;NEGPOS_00_04;29.8
2021-01-11;Frankreich;NEGPOS_04_08;39.84
2021-01-11;Frankreich;NEGPOS_08_12;1.24
2021-01-11;Frankreich;NEGPOS_12_16;1.48
2021-01-11;Frankreich;NEGPOS_16_20;1.52
2021-01-11;Frankreich;NEGPOS_20_24;19.86
2021-01-12;Frankreich;NEGPOS_00_04;33.72
2021-01-12;Frankreich;NEGPOS_04_08;33.24
2021-01-12;Frankreich;NEGPOS_08_12;9.04
2021-01-12;Frankreich;NEGPOS_12_16;7.6
2021-01-12;Frankreich;NEGPOS_16_20;10.9
2021-01-12;Frankreich;NEGPOS_20_24;19
2021-01-13;Frankreich;NEGPOS_00_04;30.76
2021-01-13;Frankreich;NEGPOS_04_08;29
2021-01-13;Frankreich;NEGPOS_08_12;1.72
2021-01-13;Frankreich;NEGPOS_12_16;11
2021-01-13;Frankreich;NEGPOS_16_20;19.32
2021-01-13;Frankreich;NEGPOS_20_24;14.37
2021-01-14;Frankreich;NEGPOS_00_04;18.76
2021-01-14;Frankreich;NEGPOS_04_08;18.79
2021-01-14;Frankreich;NEGPOS_08_12;1.72
2021-01-14;Frankreich;NEGPOS_12_16;1.68
2021-01-14;Frankreich;NEGPOS_16_20;1.36
2021-01-14;Frankreich;NEGPOS_20_24;19.77
2021-01-15;Frankreich;NEGPOS_00_04;28.36
2021-01-15;Frankreich;NEGPOS_04_08;25.84
2021-01-15;Frankreich;NEGPOS_08_12;6.88
2021-01-15;Frankreich;NEGPOS_12_16;7.04
2021-01-15;Frankreich;NEGPOS_16_20;7.04
2021-01-15;Frankreich;NEGPOS_20_24;16.36
2021-01-16;Frankreich;NEGPOS_00_04;22
2021-01-16;Frankreich;NEGPOS_04_08;21.92
2021-01-16;Frankreich;NEGPOS_08_12;24.8
2021-01-16;Frankreich;NEGPOS_12_16;23
2021-01-16;Frankreich;NEGPOS_16_20;23.72
2021-01-16;Frankreich;NEGPOS_20_24;26.46
2021-01-17;Frankreich;NEGPOS_00_04;29
2021-01-17;Frankreich;NEGPOS_04_08;22.46
2021-01-17;Frankreich;NEGPOS_08_12;30.57
2021-01-17;Frankreich;NEGPOS_12_16;29.35
2021-01-17;Frankreich;NEGPOS_16_20;36.54
2021-01-17;Frankreich;NEGPOS_20_24;30.2
2021-01-18;Frankreich;NEGPOS_00_04;20
2021-01-18;Frankreich;NEGPOS_04_08;14.96
2021-01-18;Frankreich;NEGPOS_08_12;2.72
2021-01-18;Frankreich;NEGPOS_12_16;23
2021-01-18;Frankreich;NEGPOS_16_20;33
2021-01-18;Frankreich;NEGPOS_20_24;17.83
2021-01-19;Frankreich;NEGPOS_00_04;19.16
2021-01-19;Frankreich;NEGPOS_04_08;14.96
2021-01-19;Frankreich;NEGPOS_08_12;2.72
2021-01-19;Frankreich;NEGPOS_12_16;18.75
2021-01-19;Frankreich;NEGPOS_16_20;25
2021-01-19;Frankreich;NEGPOS_20_24;16.37
2021-01-20;Frankreich;NEGPOS_00_04;35.78
2021-01-20;Frankreich;NEGPOS_04_08;28.23
2021-01-20;Frankreich;NEGPOS_08_12;14
2021-01-20;Frankreich;NEGPOS_12_16;20
2021-01-20;Frankreich;NEGPOS_16_20;23.84
2021-01-20;Frankreich;NEGPOS_20_24;30.44
2021-01-21;Frankreich;NEGPOS_00_04;44.88
2021-01-21;Frankreich;NEGPOS_04_08;35.55
2021-01-21;Frankreich;NEGPOS_08_12;18
2021-01-21;Frankreich;NEGPOS_12_16;19
2021-01-21;Frankreich;NEGPOS_16_20;23.8
2021-01-21;Frankreich;NEGPOS_20_24;38.96
2021-01-22;Frankreich;NEGPOS_00_04;48
2021-01-22;Frankreich;NEGPOS_04_08;41.65
2021-01-22;Frankreich;NEGPOS_08_12;10.68
2021-01-22;Frankreich;NEGPOS_12_16;16.44
2021-01-22;Frankreich;NEGPOS_16_20;5.04
2021-01-22;Frankreich;NEGPOS_20_24;20.52
2021-01-23;Frankreich;NEGPOS_00_04;20.3
2021-01-23;Frankreich;NEGPOS_04_08;19.8
2021-01-23;Frankreich;NEGPOS_08_12;17.62
2021-01-23;Frankreich;NEGPOS_12_16;17
2021-01-23;Frankreich;NEGPOS_16_20;15.24
2021-01-23;Frankreich;NEGPOS_20_24;19
2021-01-24;Frankreich;NEGPOS_00_04;42.4
2021-01-24;Frankreich;NEGPOS_04_08;44.52
2021-01-24;Frankreich;NEGPOS_08_12;35
2021-01-24;Frankreich;NEGPOS_12_16;34.76
2021-01-24;Frankreich;NEGPOS_16_20;30.8
2021-01-24;Frankreich;NEGPOS_20_24;27.92
2021-01-25;Frankreich;NEGPOS_00_04;20
2021-01-25;Frankreich;NEGPOS_04_08;24.79
2021-01-25;Frankreich;NEGPOS_08_12;4.48
2021-01-25;Frankreich;NEGPOS_12_16;1.52
2021-01-25;Frankreich;NEGPOS_16_20;6.4
2021-01-25;Frankreich;NEGPOS_20_24;20
2021-01-26;Frankreich;NEGPOS_00_04;18.96
2021-01-26;Frankreich;NEGPOS_04_08;23.24
2021-01-26;Frankreich;NEGPOS_08_12;1.52
2021-01-26;Frankreich;NEGPOS_12_16;13.9
2021-01-26;Frankreich;NEGPOS_16_20;1.8
2021-01-26;Frankreich;NEGPOS_20_24;21.78
2021-01-27;Frankreich;NEGPOS_00_04;21
2021-01-27;Frankreich;NEGPOS_04_08;25
2021-01-27;Frankreich;NEGPOS_08_12;3.36
2021-01-27;Frankreich;NEGPOS_12_16;6.36
2021-01-27;Frankreich;NEGPOS_16_20;4.6
2021-01-27;Frankreich;NEGPOS_20_24;6.72
2021-01-28;Frankreich;NEGPOS_00_04;8.12
2021-01-28;Frankreich;NEGPOS_04_08;3.72
2021-01-28;Frankreich;NEGPOS_08_12;2.96
2021-01-28;Frankreich;NEGPOS_12_16;13.2
2021-01-28;Frankreich;NEGPOS_16_20;20
2021-01-28;Frankreich;NEGPOS_20_24;18.31
2021-01-29;Frankreich;NEGPOS_00_04;29
2021-01-29;Frankreich;NEGPOS_04_08;29
2021-01-29;Frankreich;NEGPOS_08_12;15.6
2021-01-29;Frankreich;NEGPOS_12_16;29
2021-01-29;Frankreich;NEGPOS_16_20;24.76
2021-01-29;Frankreich;NEGPOS_20_24;29
2021-01-30;Frankreich;NEGPOS_00_04;20
2021-01-30;Frankreich;NEGPOS_04_08;16.09
2021-01-30;Frankreich;NEGPOS_08_12;20.71
2021-01-30;Frankreich;NEGPOS_12_16;15.63
2021-01-30;Frankreich;NEGPOS_16_20;14
2021-01-30;Frankreich;NEGPOS_20_24;21.5
2021-01-31;Frankreich;NEGPOS_00_04;24
2021-01-31;Frankreich;NEGPOS_04_08;34.03
2021-01-31;Frankreich;NEGPOS_08_12;55.41
2021-01-31;Frankreich;NEGPOS_12_16;42.36
2021-01-31;Frankreich;NEGPOS_16_20;33.3
2021-01-31;Frankreich;NEGPOS_20_24;47.44
2021-02-01;Frankreich;NEGPOS_00_04;31.04
2021-02-01;Frankreich;NEGPOS_04_08;48.08
2021-02-01;Frankreich;NEGPOS_08_12;2.96
2021-02-01;Frankreich;NEGPOS_12_16;19.16
2021-02-01;Frankreich;NEGPOS_16_20;21.32
2021-02-01;Frankreich;NEGPOS_20_24;22.76
2021-02-02;Frankreich;NEGPOS_00_04;21.53
2021-02-02;Frankreich;NEGPOS_04_08;14
2021-02-02;Frankreich;NEGPOS_08_12;14.12
2021-02-02;Frankreich;NEGPOS_12_16;15.08
2021-02-02;Frankreich;NEGPOS_16_20;15.16
2021-02-02;Frankreich;NEGPOS_20_24;21.5
2021-02-03;Frankreich;NEGPOS_00_04;24.96
2021-02-03;Frankreich;NEGPOS_04_08;26.77
2021-02-03;Frankreich;NEGPOS_08_12;15.64
2021-02-03;Frankreich;NEGPOS_12_16;22.81
2021-02-03;Frankreich;NEGPOS_16_20;23.4
2021-02-03;Frankreich;NEGPOS_20_24;23.84
2021-02-04;Frankreich;NEGPOS_00_04;44.12
2021-02-04;Frankreich;NEGPOS_04_08;29.35
2021-02-04;Frankreich;NEGPOS_08_12;21.5
2021-02-04;Frankreich;NEGPOS_12_16;20
2021-02-04;Frankreich;NEGPOS_16_20;1.68
2021-02-04;Frankreich;NEGPOS_20_24;20
2021-02-05;Frankreich;NEGPOS_00_04;17.04
2021-02-05;Frankreich;NEGPOS_04_08;18.96
2021-02-05;Frankreich;NEGPOS_08_12;18.16
2021-02-05;Frankreich;NEGPOS_12_16;19
2021-02-05;Frankreich;NEGPOS_16_20;19
2021-02-05;Frankreich;NEGPOS_20_24;21.5
2021-02-06;Frankreich;NEGPOS_00_04;40.73
2021-02-06;Frankreich;NEGPOS_04_08;45.36
2021-02-06;Frankreich;NEGPOS_08_12;33
2021-02-06;Frankreich;NEGPOS_12_16;23.87
2021-02-06;Frankreich;NEGPOS_16_20;21.06
2021-02-06;Frankreich;NEGPOS_20_24;41.67
2021-02-07;Frankreich;NEGPOS_00_04;63.76
2021-02-07;Frankreich;NEGPOS_04_08;34.24
2021-02-07;Frankreich;NEGPOS_08_12;58.96
2021-02-07;Frankreich;NEGPOS_12_16;48.24
2021-02-07;Frankreich;NEGPOS_16_20;37
2021-02-07;Frankreich;NEGPOS_20_24;60
2021-02-08;Frankreich;NEGPOS_00_04;67.8
2021-02-08;Frankreich;NEGPOS_04_08;50
2021-02-08;Frankreich;NEGPOS_08_12;11.16
2021-02-08;Frankreich;NEGPOS_12_16;11.4
2021-02-08;Frankreich;NEGPOS_16_20;11.44
2021-02-08;Frankreich;NEGPOS_20_24;19
2021-02-09;Frankreich;NEGPOS_00_04;45
2021-02-09;Frankreich;NEGPOS_04_08;43.03
2021-02-09;Frankreich;NEGPOS_08_12;3
2021-02-09;Frankreich;NEGPOS_12_16;15.2
2021-02-09;Frankreich;NEGPOS_16_20;16.24
2021-02-09;Frankreich;NEGPOS_20_24;20.52
2021-02-10;Frankreich;NEGPOS_00_04;33.92
2021-02-10;Frankreich;NEGPOS_04_08;36.2
2021-02-10;Frankreich;NEGPOS_08_12;2.96
2021-02-10;Frankreich;NEGPOS_12_16;5.36
2021-02-10;Frankreich;NEGPOS_16_20;4.76
2021-02-10;Frankreich;NEGPOS_20_24;7.44
2021-02-11;Frankreich;NEGPOS_00_04;19.29
2021-02-11;Frankreich;NEGPOS_04_08;24.2
2021-02-11;Frankreich;NEGPOS_08_12;1.52
2021-02-11;Frankreich;NEGPOS_12_16;1.68
2021-02-11;Frankreich;NEGPOS_16_20;1.6
2021-02-11;Frankreich;NEGPOS_20_24;14.72
2021-02-12;Frankreich;NEGPOS_00_04;7.92
2021-02-12;Frankreich;NEGPOS_04_08;8.76
2021-02-12;Frankreich;NEGPOS_08_12;3
2021-02-12;Frankreich;NEGPOS_12_16;7.76
2021-02-12;Frankreich;NEGPOS_16_20;3.8
2021-02-12;Frankreich;NEGPOS_20_24;11.32
2021-02-13;Frankreich;NEGPOS_00_04;41.88
2021-02-13;Frankreich;NEGPOS_04_08;42.84
2021-02-13;Frankreich;NEGPOS_08_12;20.15
2021-02-13;Frankreich;NEGPOS_12_16;25
2021-02-13;Frankreich;NEGPOS_16_20;25
2021-02-13;Frankreich;NEGPOS_20_24;22.45
2021-02-14;Frankreich;NEGPOS_00_04;20.88
2021-02-14;Frankreich;NEGPOS_04_08;21.53
2021-02-14;Frankreich;NEGPOS_08_12;20.32
2021-02-14;Frankreich;NEGPOS_12_16;24.61
2021-02-14;Frankreich;NEGPOS_16_20;18
2021-02-14;Frankreich;NEGPOS_20_24;16.44
2021-02-15;Frankreich;NEGPOS_00_04;21
2021-02-15;Frankreich;NEGPOS_04_08;21.68
2021-02-15;Frankreich;NEGPOS_08_12;6.8
2021-02-15;Frankreich;NEGPOS_12_16;15.72
2021-02-15;Frankreich;NEGPOS_16_20;31.64
2021-02-15;Frankreich;NEGPOS_20_24;19
2021-02-16;Frankreich;NEGPOS_00_04;12
2021-02-16;Frankreich;NEGPOS_04_08;22
2021-02-16;Frankreich;NEGPOS_08_12;1.68
2021-02-16;Frankreich;NEGPOS_12_16;11.64
2021-02-16;Frankreich;NEGPOS_16_20;7.56
2021-02-16;Frankreich;NEGPOS_20_24;8.8
2021-02-17;Frankreich;NEGPOS_00_04;37
2021-02-17;Frankreich;NEGPOS_04_08;26.44
2021-02-17;Frankreich;NEGPOS_08_12;24.05
2021-02-17;Frankreich;NEGPOS_12_16;21.49
2021-02-17;Frankreich;NEGPOS_16_20;21.21
2021-02-17;Frankreich;NEGPOS_20_24;13.92
2021-02-18;Frankreich;NEGPOS_00_04;22
2021-02-18;Frankreich;NEGPOS_04_08;22
2021-02-18;Frankreich;NEGPOS_08_12;14.84
2021-02-18;Frankreich;NEGPOS_12_16;18.68
2021-02-18;Frankreich;NEGPOS_16_20;21.5
2021-02-18;Frankreich;NEGPOS_20_24;3.64
2021-02-19;Frankreich;NEGPOS_00_04;40.4
2021-02-19;Frankreich;NEGPOS_04_08;29.8
2021-02-19;Frankreich;NEGPOS_08_12;23.15
2021-02-19;Frankreich;NEGPOS_12_16;22.21
2021-02-19;Frankreich;NEGPOS_16_20;11
2021-02-19;Frankreich;NEGPOS_20_24;21.21
2021-02-20;Frankreich;NEGPOS_00_04;39.04
2021-02-20;Frankreich;NEGPOS_04_08;43.62
2021-02-20;Frankreich;NEGPOS_08_12;42.22
2021-02-20;Frankreich;NEGPOS_12_16;55.92
2021-02-20;Frankreich;NEGPOS_16_20;33
2021-02-20;Frankreich;NEGPOS_20_24;44
2021-02-21;Frankreich;NEGPOS_00_04;15.24
2021-02-21;Frankreich;NEGPOS_04_08;13.08
2021-02-21;Frankreich;NEGPOS_08_12;14
2021-02-21;Frankreich;NEGPOS_12_16;14.72
2021-02-21;Frankreich;NEGPOS_16_20;14.92
2021-02-21;Frankreich;NEGPOS_20_24;14.68
2021-02-22;Frankreich;NEGPOS_00_04;32.72
2021-02-22;Frankreich;NEGPOS_04_08;14.48
2021-02-22;Frankreich;NEGPOS_08_12;15
2021-02-22;Frankreich;NEGPOS_12_16;12.4
2021-02-22;Frankreich;NEGPOS_16_20;4.76
2021-02-22;Frankreich;NEGPOS_20_24;13.12
2021-02-23;Frankreich;NEGPOS_00_04;29.35
2021-02-23;Frankreich;NEGPOS_04_08;29
2021-02-23;Frankreich;NEGPOS_08_12;14.88
2021-02-23;Frankreich;NEGPOS_12_16;14.24
2021-02-23;Frankreich;NEGPOS_16_20;12.24
2021-02-23;Frankreich;NEGPOS_20_24;14.92
2021-02-24;Frankreich;NEGPOS_00_04;46.5
2021-02-24;Frankreich;NEGPOS_04_08;34.91
2021-02-24;Frankreich;NEGPOS_08_12;26.4
2021-02-24;Frankreich;NEGPOS_12_16;24.68
2021-02-24;Frankreich;NEGPOS_16_20;18
2021-02-24;Frankreich;NEGPOS_20_24;23.4
2021-02-25;Frankreich;NEGPOS_00_04;34
2021-02-25;Frankreich;NEGPOS_04_08;26
2021-02-25;Frankreich;NEGPOS_08_12;19
2021-02-25;Frankreich;NEGPOS_12_16;19.59
2021-02-25;Frankreich;NEGPOS_16_20;13.56
2021-02-25;Frankreich;NEGPOS_20_24;11
2021-02-26;Frankreich;NEGPOS_00_04;21.24
2021-02-26;Frankreich;NEGPOS_04_08;22.08
2021-02-26;Frankreich;NEGPOS_08_12;10.96
2021-02-26;Frankreich;NEGPOS_12_16;18.14
2021-02-26;Frankreich;NEGPOS_16_20;11
2021-02-26;Frankreich;NEGPOS_20_24;12.5
2021-02-27;Frankreich;NEGPOS_00_04;19.16
2021-02-27;Frankreich;NEGPOS_04_08;19.64
2021-02-27;Frankreich;NEGPOS_08_12;17.8
2021-02-27;Frankreich;NEGPOS_12_16;17.84
2021-02-27;Frankreich;NEGPOS_16_20;15.84
2021-02-27;Frankreich;NEGPOS_20_24;11
2021-02-28;Frankreich;NEGPOS_00_04;20.3
2021-02-28;Frankreich;NEGPOS_04_08;25
2021-02-28;Frankreich;NEGPOS_08_12;24
2021-02-28;Frankreich;NEGPOS_12_16;28
2021-02-28;Frankreich;NEGPOS_16_20;22
2021-02-28;Frankreich;NEGPOS_20_24;13.2
2021-03-01;Frankreich;NEGPOS_00_04;19.86
2021-03-01;Frankreich;NEGPOS_04_08;28.12
2021-03-01;Frankreich;NEGPOS_08_12;21.04
2021-03-01;Frankreich;NEGPOS_12_16;21.51
2021-03-01;Frankreich;NEGPOS_16_20;15.32
2021-03-01;Frankreich;NEGPOS_20_24;11
2021-03-02;Frankreich;NEGPOS_00_04;11
2021-03-02;Frankreich;NEGPOS_04_08;20.04
2021-03-02;Frankreich;NEGPOS_08_12;18.16
2021-03-02;Frankreich;NEGPOS_12_16;17.11
2021-03-02;Frankreich;NEGPOS_16_20;11
2021-03-02;Frankreich;NEGPOS_20_24;7.96
2021-03-03;Frankreich;NEGPOS_00_04;18.2
2021-03-03;Frankreich;NEGPOS_04_08;20.6
2021-03-03;Frankreich;NEGPOS_08_12;19.39
2021-03-03;Frankreich;NEGPOS_12_16;19.6
2021-03-03;Frankreich;NEGPOS_16_20;18.24
2021-03-03;Frankreich;NEGPOS_20_24;11.2
2021-03-04;Frankreich;NEGPOS_00_04;23.2
2021-03-04;Frankreich;NEGPOS_04_08;26.56
2021-03-04;Frankreich;NEGPOS_08_12;10.28
2021-03-04;Frankreich;NEGPOS_12_16;21
2021-03-04;Frankreich;NEGPOS_16_20;13.6
2021-03-04;Frankreich;NEGPOS_20_24;11
2021-03-05;Frankreich;NEGPOS_00_04;16.5
2021-03-05;Frankreich;NEGPOS_04_08;16.71
2021-03-05;Frankreich;NEGPOS_08_12;3.36
2021-03-05;Frankreich;NEGPOS_12_16;12.84
2021-03-05;Frankreich;NEGPOS_16_20;12.4
2021-03-05;Frankreich;NEGPOS_20_24;4.72
2021-03-06;Frankreich;NEGPOS_00_04;12
2021-03-06;Frankreich;NEGPOS_04_08;19.87
2021-03-06;Frankreich;NEGPOS_08_12;20.6
2021-03-06;Frankreich;NEGPOS_12_16;21
2021-03-06;Frankreich;NEGPOS_16_20;16.52
2021-03-06;Frankreich;NEGPOS_20_24;11.8
2021-03-07;Frankreich;NEGPOS_00_04;17.34
2021-03-07;Frankreich;NEGPOS_04_08;20.4
2021-03-07;Frankreich;NEGPOS_08_12;20.6
2021-03-07;Frankreich;NEGPOS_12_16;22.6
2021-03-07;Frankreich;NEGPOS_16_20;16
2021-03-07;Frankreich;NEGPOS_20_24;3.56
2021-03-08;Frankreich;NEGPOS_00_04;26.36
2021-03-08;Frankreich;NEGPOS_04_08;32.08
2021-03-08;Frankreich;NEGPOS_08_12;3.24
2021-03-08;Frankreich;NEGPOS_12_16;10
2021-03-08;Frankreich;NEGPOS_16_20;3.12
2021-03-08;Frankreich;NEGPOS_20_24;3.4
2021-03-09;Frankreich;NEGPOS_00_04;12.5
2021-03-09;Frankreich;NEGPOS_04_08;16.72
2021-03-09;Frankreich;NEGPOS_08_12;0.68
2021-03-09;Frankreich;NEGPOS_12_16;11
2021-03-09;Frankreich;NEGPOS_16_20;8.24
2021-03-09;Frankreich;NEGPOS_20_24;10.83
2021-03-10;Frankreich;NEGPOS_00_04;19.5
2021-03-10;Frankreich;NEGPOS_04_08;12
2021-03-10;Frankreich;NEGPOS_08_12;11
2021-03-10;Frankreich;NEGPOS_12_16;13.6
2021-03-10;Frankreich;NEGPOS_16_20;11
2021-03-10;Frankreich;NEGPOS_20_24;19.87
2021-03-11;Frankreich;NEGPOS_00_04;46.08
2021-03-11;Frankreich;NEGPOS_04_08;35
2021-03-11;Frankreich;NEGPOS_08_12;24.95
2021-03-11;Frankreich;NEGPOS_12_16;40.04
2021-03-11;Frankreich;NEGPOS_16_20;29
2021-03-11;Frankreich;NEGPOS_20_24;30
2021-03-12;Frankreich;NEGPOS_00_04;48.4
2021-03-12;Frankreich;NEGPOS_04_08;40.52
2021-03-12;Frankreich;NEGPOS_08_12;31.96
2021-03-12;Frankreich;NEGPOS_12_16;30
2021-03-12;Frankreich;NEGPOS_16_20;25.32
2021-03-12;Frankreich;NEGPOS_20_24;25.96
2021-03-13;Frankreich;NEGPOS_00_04;58.6
2021-03-13;Frankreich;NEGPOS_04_08;56
2021-03-13;Frankreich;NEGPOS_08_12;57.84
2021-03-13;Frankreich;NEGPOS_12_16;56.4
2021-03-13;Frankreich;NEGPOS_16_20;38
2021-03-13;Frankreich;NEGPOS_20_24;55.2
2021-03-14;Frankreich;NEGPOS_00_04;73.76
2021-03-14;Frankreich;NEGPOS_04_08;92.17
2021-03-14;Frankreich;NEGPOS_08_12;59.24
2021-03-14;Frankreich;NEGPOS_12_16;81
2021-03-14;Frankreich;NEGPOS_16_20;59.23
2021-03-14;Frankreich;NEGPOS_20_24;44
2021-03-15;Frankreich;NEGPOS_00_04;60.52
2021-03-15;Frankreich;NEGPOS_04_08;58.18
2021-03-15;Frankreich;NEGPOS_08_12;45
2021-03-15;Frankreich;NEGPOS_12_16;51.29
2021-03-15;Frankreich;NEGPOS_16_20;37
2021-03-15;Frankreich;NEGPOS_20_24;28.68
2021-03-16;Frankreich;NEGPOS_00_04;39
2021-03-16;Frankreich;NEGPOS_04_08;26.26
2021-03-16;Frankreich;NEGPOS_08_12;21.55
2021-03-16;Frankreich;NEGPOS_12_16;22
2021-03-16;Frankreich;NEGPOS_16_20;11
2021-03-16;Frankreich;NEGPOS_20_24;11
2021-03-17;Frankreich;NEGPOS_00_04;11
2021-03-17;Frankreich;NEGPOS_04_08;11
2021-03-17;Frankreich;NEGPOS_08_12;19.48
2021-03-17;Frankreich;NEGPOS_12_16;16.8
2021-03-17;Frankreich;NEGPOS_16_20;15.52
2021-03-17;Frankreich;NEGPOS_20_24;13.24
2021-03-18;Frankreich;NEGPOS_00_04;18.02
2021-03-18;Frankreich;NEGPOS_04_08;12
2021-03-18;Frankreich;NEGPOS_08_12;3.68
2021-03-18;Frankreich;NEGPOS_12_16;11.24
2021-03-18;Frankreich;NEGPOS_16_20;11
2021-03-18;Frankreich;NEGPOS_20_24;11
2021-03-19;Frankreich;NEGPOS_00_04;21.18
2021-03-19;Frankreich;NEGPOS_04_08;22.96
2021-03-19;Frankreich;NEGPOS_08_12;29
2021-03-19;Frankreich;NEGPOS_12_16;20.76
2021-03-19;Frankreich;NEGPOS_16_20;27.18
2021-03-19;Frankreich;NEGPOS_20_24;25.28
2021-03-20;Frankreich;NEGPOS_00_04;23
2021-03-20;Frankreich;NEGPOS_04_08;23.5
2021-03-20;Frankreich;NEGPOS_08_12;29.24
2021-03-20;Frankreich;NEGPOS_12_16;29.52
2021-03-20;Frankreich;NEGPOS_16_20;30.48
2021-03-20;Frankreich;NEGPOS_20_24;22.97
2021-03-21;Frankreich;NEGPOS_00_04;27.76
2021-03-21;Frankreich;NEGPOS_04_08;45.04
2021-03-21;Frankreich;NEGPOS_08_12;46
2021-03-21;Frankreich;NEGPOS_12_16;41.64
2021-03-21;Frankreich;NEGPOS_16_20;34.48
2021-03-21;Frankreich;NEGPOS_20_24;21.76
2021-03-22;Frankreich;NEGPOS_00_04;29
2021-03-22;Frankreich;NEGPOS_04_08;29.12
2021-03-22;Frankreich;NEGPOS_08_12;11
2021-03-22;Frankreich;NEGPOS_12_16;21.76
2021-03-22;Frankreich;NEGPOS_16_20;11
2021-03-22;Frankreich;NEGPOS_20_24;16.12
2021-03-23;Frankreich;NEGPOS_00_04;27
2021-03-23;Frankreich;NEGPOS_04_08;33.04
2021-03-23;Frankreich;NEGPOS_08_12;11
2021-03-23;Frankreich;NEGPOS_12_16;19.6
2021-03-23;Frankreich;NEGPOS_16_20;13.08
2021-03-23;Frankreich;NEGPOS_20_24;15.83
2021-03-24;Frankreich;NEGPOS_00_04;22
2021-03-24;Frankreich;NEGPOS_04_08;22.84
2021-03-24;Frankreich;NEGPOS_08_12;19.2
2021-03-24;Frankreich;NEGPOS_12_16;19.8
2021-03-24;Frankreich;NEGPOS_16_20;18.8
2021-03-24;Frankreich;NEGPOS_20_24;11
2021-03-25;Frankreich;NEGPOS_00_04;28
2021-03-25;Frankreich;NEGPOS_04_08;14.8
2021-03-25;Frankreich;NEGPOS_08_12;14.48
2021-03-25;Frankreich;NEGPOS_12_16;19.92
2021-03-25;Frankreich;NEGPOS_16_20;13.16
2021-03-25;Frankreich;NEGPOS_20_24;9.88
2021-03-26;Frankreich;NEGPOS_00_04;16
2021-03-26;Frankreich;NEGPOS_04_08;20.5
2021-03-26;Frankreich;NEGPOS_08_12;24.32
2021-03-26;Frankreich;NEGPOS_12_16;20
2021-03-26;Frankreich;NEGPOS_16_20;19
2021-03-26;Frankreich;NEGPOS_20_24;22.73
2021-03-27;Frankreich;NEGPOS_00_04;38.44
