Date;Country;Period;Local marginal capacity price (euro/MW)
2023-07-18;Frankreich;NEGPOS_16_20;29.36
2023-07-18;Frankreich;NEGPOS_20_24;18.18
2023-07-19;Frankreich;NEGPOS_00_04;20
2023-07-19;Frankreich;NEGPOS_04_08;20
2023-07-19;Frankreich;NEGPOS_08_12;28.64
2023-07-19;Frankreich;NEGPOS_12_16;75
2023-07-19;Frankreich;NEGPOS_16_20;38.64
2023-07-19;Frankreich;NEGPOS_20_24;17.2
2023-07-20;Frankreich;NEGPOS_00_04;18.4
2023-07-20;Frankreich;NEGPOS_04_08;18.4
2023-07-20;Frankreich;NEGPOS_08_12;22.01
2023-07-20;Frankreich;NEGPOS_12_16;43.74
2023-07-20;Frankreich;NEGPOS_16_20;23.49
2023-07-20;Frankreich;NEGPOS_20_24;12
2023-07-21;Frankreich;NEGPOS_00_04;11
2023-07-21;Frankreich;NEGPOS_04_08;18.4
2023-07-21;Frankreich;NEGPOS_08_12;18.5
2023-07-21;Frankreich;NEGPOS_12_16;40
2023-07-21;Frankreich;NEGPOS_16_20;22.5
2023-07-21;Frankreich;NEGPOS_20_24;11
2023-07-22;Frankreich;NEGPOS_00_04;4
2023-07-22;Frankreich;NEGPOS_04_08;11
2023-07-22;Frankreich;NEGPOS_08_12;12
2023-07-22;Frankreich;NEGPOS_12_16;4.62
2023-07-22;Frankreich;NEGPOS_16_20;12
2023-07-22;Frankreich;NEGPOS_20_24;18.4
2023-07-23;Frankreich;NEGPOS_00_04;1.4
2023-07-23;Frankreich;NEGPOS_04_08;3.66
2023-07-23;Frankreich;NEGPOS_08_12;4.22
2023-07-23;Frankreich;NEGPOS_12_16;4.62
2023-07-23;Frankreich;NEGPOS_16_20;16.33
2023-07-23;Frankreich;NEGPOS_20_24;22.25
2023-07-24;Frankreich;NEGPOS_00_04;11.13
2023-07-24;Frankreich;NEGPOS_04_08;12
2023-07-24;Frankreich;NEGPOS_08_12;12
2023-07-24;Frankreich;NEGPOS_12_16;24
2023-07-24;Frankreich;NEGPOS_16_20;12
2023-07-24;Frankreich;NEGPOS_20_24;18.4
2023-07-25;Frankreich;NEGPOS_00_04;11.13
2023-07-25;Frankreich;NEGPOS_04_08;11
2023-07-25;Frankreich;NEGPOS_08_12;30
2023-07-25;Frankreich;NEGPOS_12_16;62.39
2023-07-25;Frankreich;NEGPOS_16_20;12
2023-07-25;Frankreich;NEGPOS_20_24;12
2023-07-26;Frankreich;NEGPOS_00_04;13.43
2023-07-26;Frankreich;NEGPOS_04_08;12
2023-07-26;Frankreich;NEGPOS_08_12;24
2023-07-26;Frankreich;NEGPOS_12_16;32
2023-07-26;Frankreich;NEGPOS_16_20;23.37
2023-07-26;Frankreich;NEGPOS_20_24;12
2023-07-27;Frankreich;NEGPOS_00_04;13.43
2023-07-27;Frankreich;NEGPOS_04_08;11
2023-07-27;Frankreich;NEGPOS_08_12;18.4
2023-07-27;Frankreich;NEGPOS_12_16;24
2023-07-27;Frankreich;NEGPOS_16_20;17.2
2023-07-27;Frankreich;NEGPOS_20_24;13.6
2023-07-28;Frankreich;NEGPOS_00_04;13.43
2023-07-28;Frankreich;NEGPOS_04_08;17.48
2023-07-28;Frankreich;NEGPOS_08_12;12
2023-07-28;Frankreich;NEGPOS_12_16;20
2023-07-28;Frankreich;NEGPOS_16_20;12
2023-07-28;Frankreich;NEGPOS_20_24;12
2023-07-29;Frankreich;NEGPOS_00_04;4
2023-07-29;Frankreich;NEGPOS_04_08;11
2023-07-29;Frankreich;NEGPOS_08_12;12
2023-07-29;Frankreich;NEGPOS_12_16;7.49
2023-07-29;Frankreich;NEGPOS_16_20;6.22
2023-07-29;Frankreich;NEGPOS_20_24;12
2023-07-30;Frankreich;NEGPOS_00_04;3.2
2023-07-30;Frankreich;NEGPOS_04_08;4.38
2023-07-30;Frankreich;NEGPOS_08_12;4.55
2023-07-30;Frankreich;NEGPOS_12_16;7.49
2023-07-30;Frankreich;NEGPOS_16_20;6.22
2023-07-30;Frankreich;NEGPOS_20_24;24
2023-07-31;Frankreich;NEGPOS_00_04;11.36
2023-07-31;Frankreich;NEGPOS_04_08;8
2023-07-31;Frankreich;NEGPOS_08_12;12
2023-07-31;Frankreich;NEGPOS_12_16;8
2023-07-31;Frankreich;NEGPOS_16_20;11
2023-07-31;Frankreich;NEGPOS_20_24;18.4
2023-08-01;Frankreich;NEGPOS_00_04;13.43
2023-08-01;Frankreich;NEGPOS_04_08;14.4
2023-08-01;Frankreich;NEGPOS_08_12;12
2023-08-01;Frankreich;NEGPOS_12_16;20
2023-08-01;Frankreich;NEGPOS_16_20;12
2023-08-01;Frankreich;NEGPOS_20_24;18.4
2023-08-02;Frankreich;NEGPOS_00_04;7.9
2023-08-02;Frankreich;NEGPOS_04_08;5.64
2023-08-02;Frankreich;NEGPOS_08_12;12
2023-08-02;Frankreich;NEGPOS_12_16;11
2023-08-02;Frankreich;NEGPOS_16_20;11
2023-08-02;Frankreich;NEGPOS_20_24;12.52
2023-08-03;Frankreich;NEGPOS_00_04;4
2023-08-03;Frankreich;NEGPOS_04_08;5.64
2023-08-03;Frankreich;NEGPOS_08_12;24
2023-08-03;Frankreich;NEGPOS_12_16;6
2023-08-03;Frankreich;NEGPOS_16_20;5.14
2023-08-03;Frankreich;NEGPOS_20_24;17.2
2023-08-04;Frankreich;NEGPOS_00_04;8
2023-08-04;Frankreich;NEGPOS_04_08;11
2023-08-04;Frankreich;NEGPOS_08_12;12
2023-08-04;Frankreich;NEGPOS_12_16;27.8
2023-08-04;Frankreich;NEGPOS_16_20;32.64
2023-08-04;Frankreich;NEGPOS_20_24;12
2023-08-05;Frankreich;NEGPOS_00_04;4.93
2023-08-05;Frankreich;NEGPOS_04_08;12
2023-08-05;Frankreich;NEGPOS_08_12;12
2023-08-05;Frankreich;NEGPOS_12_16;6.89
2023-08-05;Frankreich;NEGPOS_16_20;3.24
2023-08-05;Frankreich;NEGPOS_20_24;12
2023-08-06;Frankreich;NEGPOS_00_04;4.93
2023-08-06;Frankreich;NEGPOS_04_08;6
2023-08-06;Frankreich;NEGPOS_08_12;4.68
2023-08-06;Frankreich;NEGPOS_12_16;6.89
2023-08-06;Frankreich;NEGPOS_16_20;3.16
2023-08-06;Frankreich;NEGPOS_20_24;15.23
2023-08-07;Frankreich;NEGPOS_00_04;6
2023-08-07;Frankreich;NEGPOS_04_08;5.64
2023-08-07;Frankreich;NEGPOS_08_12;6.35
2023-08-07;Frankreich;NEGPOS_12_16;11
2023-08-07;Frankreich;NEGPOS_16_20;8
2023-08-07;Frankreich;NEGPOS_20_24;20.02
2023-08-08;Frankreich;NEGPOS_00_04;7.9
2023-08-08;Frankreich;NEGPOS_04_08;10.16
2023-08-08;Frankreich;NEGPOS_08_12;48
2023-08-08;Frankreich;NEGPOS_12_16;20
2023-08-08;Frankreich;NEGPOS_16_20;12
2023-08-08;Frankreich;NEGPOS_20_24;20.02
2023-08-09;Frankreich;NEGPOS_00_04;11
2023-08-09;Frankreich;NEGPOS_04_08;24
2023-08-09;Frankreich;NEGPOS_08_12;35.04
2023-08-09;Frankreich;NEGPOS_12_16;62.8
2023-08-09;Frankreich;NEGPOS_16_20;59.68
2023-08-09;Frankreich;NEGPOS_20_24;10.65
2023-08-10;Frankreich;NEGPOS_00_04;12
2023-08-10;Frankreich;NEGPOS_04_08;24
2023-08-10;Frankreich;NEGPOS_08_12;38.79
2023-08-10;Frankreich;NEGPOS_12_16;54
2023-08-10;Frankreich;NEGPOS_16_20;36.68
2023-08-10;Frankreich;NEGPOS_20_24;10.65
2023-08-11;Frankreich;NEGPOS_00_04;18.4
2023-08-11;Frankreich;NEGPOS_04_08;36
2023-08-11;Frankreich;NEGPOS_08_12;46
2023-08-11;Frankreich;NEGPOS_12_16;48
2023-08-11;Frankreich;NEGPOS_16_20;21.52
2023-08-11;Frankreich;NEGPOS_20_24;10.65
2023-08-12;Frankreich;NEGPOS_00_04;8
2023-08-12;Frankreich;NEGPOS_04_08;18.4
2023-08-12;Frankreich;NEGPOS_08_12;24
2023-08-12;Frankreich;NEGPOS_12_16;3.36
2023-08-12;Frankreich;NEGPOS_16_20;4
2023-08-12;Frankreich;NEGPOS_20_24;9.49
2023-08-13;Frankreich;NEGPOS_00_04;7.4
2023-08-13;Frankreich;NEGPOS_04_08;24
2023-08-13;Frankreich;NEGPOS_08_12;12
2023-08-13;Frankreich;NEGPOS_12_16;3.4
2023-08-13;Frankreich;NEGPOS_16_20;6.32
2023-08-13;Frankreich;NEGPOS_20_24;11
2023-08-14;Frankreich;NEGPOS_00_04;5.73
2023-08-14;Frankreich;NEGPOS_04_08;6
2023-08-14;Frankreich;NEGPOS_08_12;12
2023-08-14;Frankreich;NEGPOS_12_16;24
2023-08-14;Frankreich;NEGPOS_16_20;12
2023-08-14;Frankreich;NEGPOS_20_24;10.65
2023-08-15;Frankreich;NEGPOS_00_04;11
2023-08-15;Frankreich;NEGPOS_04_08;21
2023-08-15;Frankreich;NEGPOS_08_12;38.74
2023-08-15;Frankreich;NEGPOS_12_16;4.88
2023-08-15;Frankreich;NEGPOS_16_20;12
2023-08-15;Frankreich;NEGPOS_20_24;11
2023-08-16;Frankreich;NEGPOS_00_04;18.4
2023-08-16;Frankreich;NEGPOS_04_08;28
2023-08-16;Frankreich;NEGPOS_08_12;47.84
2023-08-16;Frankreich;NEGPOS_12_16;62.8
2023-08-16;Frankreich;NEGPOS_16_20;46.64
2023-08-16;Frankreich;NEGPOS_20_24;11
2023-08-17;Frankreich;NEGPOS_00_04;18.4
2023-08-17;Frankreich;NEGPOS_04_08;26.24
2023-08-17;Frankreich;NEGPOS_08_12;52.72
2023-08-17;Frankreich;NEGPOS_12_16;42.4
2023-08-17;Frankreich;NEGPOS_16_20;40
2023-08-17;Frankreich;NEGPOS_20_24;11
2023-08-18;Frankreich;NEGPOS_00_04;22
2023-08-18;Frankreich;NEGPOS_04_08;28.57
2023-08-18;Frankreich;NEGPOS_08_12;33.07
2023-08-18;Frankreich;NEGPOS_12_16;48.44
2023-08-18;Frankreich;NEGPOS_16_20;47.43
2023-08-18;Frankreich;NEGPOS_20_24;11
2023-08-19;Frankreich;NEGPOS_00_04;5.26
2023-08-19;Frankreich;NEGPOS_04_08;8
2023-08-19;Frankreich;NEGPOS_08_12;12
2023-08-19;Frankreich;NEGPOS_12_16;3.64
2023-08-19;Frankreich;NEGPOS_16_20;12
2023-08-19;Frankreich;NEGPOS_20_24;11.58
2023-08-20;Frankreich;NEGPOS_00_04;6
2023-08-20;Frankreich;NEGPOS_04_08;28
2023-08-20;Frankreich;NEGPOS_08_12;14.16
2023-08-20;Frankreich;NEGPOS_12_16;3.4
2023-08-20;Frankreich;NEGPOS_16_20;7.8
2023-08-20;Frankreich;NEGPOS_20_24;11.58
2023-08-21;Frankreich;NEGPOS_00_04;20
2023-08-21;Frankreich;NEGPOS_04_08;24
2023-08-21;Frankreich;NEGPOS_08_12;39
2023-08-21;Frankreich;NEGPOS_12_16;57.2
2023-08-21;Frankreich;NEGPOS_16_20;45
2023-08-21;Frankreich;NEGPOS_20_24;13.83
2023-08-22;Frankreich;NEGPOS_00_04;18.4
2023-08-22;Frankreich;NEGPOS_04_08;20
2023-08-22;Frankreich;NEGPOS_08_12;53.08
2023-08-22;Frankreich;NEGPOS_12_16;28
2023-08-22;Frankreich;NEGPOS_16_20;53.68
2023-08-22;Frankreich;NEGPOS_20_24;13.83
2023-08-23;Frankreich;NEGPOS_00_04;18.2
2023-08-23;Frankreich;NEGPOS_04_08;18.4
2023-08-23;Frankreich;NEGPOS_08_12;36
2023-08-23;Frankreich;NEGPOS_12_16;25
2023-08-23;Frankreich;NEGPOS_16_20;37
2023-08-23;Frankreich;NEGPOS_20_24;13.83
2023-08-24;Frankreich;NEGPOS_00_04;18.4
2023-08-24;Frankreich;NEGPOS_04_08;18.4
2023-08-24;Frankreich;NEGPOS_08_12;36
2023-08-24;Frankreich;NEGPOS_12_16;28
2023-08-24;Frankreich;NEGPOS_16_20;38.92
2023-08-24;Frankreich;NEGPOS_20_24;17.1
2023-08-25;Frankreich;NEGPOS_00_04;16
2023-08-25;Frankreich;NEGPOS_04_08;17
2023-08-25;Frankreich;NEGPOS_08_12;28
2023-08-25;Frankreich;NEGPOS_12_16;20
2023-08-25;Frankreich;NEGPOS_16_20;30
2023-08-25;Frankreich;NEGPOS_20_24;15
2023-08-26;Frankreich;NEGPOS_00_04;11
2023-08-26;Frankreich;NEGPOS_04_08;24
2023-08-26;Frankreich;NEGPOS_08_12;55.2
2023-08-26;Frankreich;NEGPOS_12_16;12
2023-08-26;Frankreich;NEGPOS_16_20;44.08
2023-08-26;Frankreich;NEGPOS_20_24;14.12
2023-08-27;Frankreich;NEGPOS_00_04;15
2023-08-27;Frankreich;NEGPOS_04_08;15.9
2023-08-27;Frankreich;NEGPOS_08_12;12
2023-08-27;Frankreich;NEGPOS_12_16;11
2023-08-27;Frankreich;NEGPOS_16_20;11
2023-08-27;Frankreich;NEGPOS_20_24;14.12
2023-08-28;Frankreich;NEGPOS_00_04;13.42
2023-08-28;Frankreich;NEGPOS_04_08;24.58
2023-08-28;Frankreich;NEGPOS_08_12;50.54
2023-08-28;Frankreich;NEGPOS_12_16;69.64
2023-08-28;Frankreich;NEGPOS_16_20;59.36
2023-08-28;Frankreich;NEGPOS_20_24;17.8
2023-08-29;Frankreich;NEGPOS_00_04;21.55
2023-08-29;Frankreich;NEGPOS_04_08;27.33
2023-08-29;Frankreich;NEGPOS_08_12;65.04
2023-08-29;Frankreich;NEGPOS_12_16;48
2023-08-29;Frankreich;NEGPOS_16_20;30.11
2023-08-29;Frankreich;NEGPOS_20_24;18.4
2023-08-30;Frankreich;NEGPOS_00_04;18.4
2023-08-30;Frankreich;NEGPOS_04_08;20.52
2023-08-30;Frankreich;NEGPOS_08_12;58.22
2023-08-30;Frankreich;NEGPOS_12_16;80.6
2023-08-30;Frankreich;NEGPOS_16_20;31.57
2023-08-30;Frankreich;NEGPOS_20_24;18.4
2023-08-31;Frankreich;NEGPOS_00_04;24
2023-08-31;Frankreich;NEGPOS_04_08;38.38
2023-08-31;Frankreich;NEGPOS_08_12;54.72
2023-08-31;Frankreich;NEGPOS_12_16;84
2023-08-31;Frankreich;NEGPOS_16_20;48.2
2023-08-31;Frankreich;NEGPOS_20_24;18.4
2023-09-01;Frankreich;NEGPOS_00_04;20
2023-09-01;Frankreich;NEGPOS_04_08;19
2023-09-01;Frankreich;NEGPOS_08_12;25.8
2023-09-01;Frankreich;NEGPOS_12_16;55.2
2023-09-01;Frankreich;NEGPOS_16_20;30
2023-09-01;Frankreich;NEGPOS_20_24;17.4
2023-09-02;Frankreich;NEGPOS_00_04;6
2023-09-02;Frankreich;NEGPOS_04_08;18.4
2023-09-02;Frankreich;NEGPOS_08_12;24
2023-09-02;Frankreich;NEGPOS_12_16;24
2023-09-02;Frankreich;NEGPOS_16_20;26
2023-09-02;Frankreich;NEGPOS_20_24;14.12
2023-09-03;Frankreich;NEGPOS_00_04;5.68
2023-09-03;Frankreich;NEGPOS_04_08;24
2023-09-03;Frankreich;NEGPOS_08_12;12
2023-09-03;Frankreich;NEGPOS_12_16;20
2023-09-03;Frankreich;NEGPOS_16_20;24
2023-09-03;Frankreich;NEGPOS_20_24;15.16
2023-09-04;Frankreich;NEGPOS_00_04;13.42
2023-09-04;Frankreich;NEGPOS_04_08;12
2023-09-04;Frankreich;NEGPOS_08_12;12
2023-09-04;Frankreich;NEGPOS_12_16;24
2023-09-04;Frankreich;NEGPOS_16_20;16.52
2023-09-04;Frankreich;NEGPOS_20_24;17.08
2023-09-05;Frankreich;NEGPOS_00_04;13.42
2023-09-05;Frankreich;NEGPOS_04_08;15.64
2023-09-05;Frankreich;NEGPOS_08_12;27.91
2023-09-05;Frankreich;NEGPOS_12_16;56.4
2023-09-05;Frankreich;NEGPOS_16_20;28
2023-09-05;Frankreich;NEGPOS_20_24;17.08
2023-09-06;Frankreich;NEGPOS_00_04;16
2023-09-06;Frankreich;NEGPOS_04_08;18.4
2023-09-06;Frankreich;NEGPOS_08_12;50.8
2023-09-06;Frankreich;NEGPOS_12_16;62.76
2023-09-06;Frankreich;NEGPOS_16_20;34.02
2023-09-06;Frankreich;NEGPOS_20_24;17.8
2023-09-07;Frankreich;NEGPOS_00_04;16
2023-09-07;Frankreich;NEGPOS_04_08;18.4
2023-09-07;Frankreich;NEGPOS_08_12;27.8
2023-09-07;Frankreich;NEGPOS_12_16;47
2023-09-07;Frankreich;NEGPOS_16_20;24.2
2023-09-07;Frankreich;NEGPOS_20_24;17.8
2023-09-08;Frankreich;NEGPOS_00_04;13.42
2023-09-08;Frankreich;NEGPOS_04_08;18.4
2023-09-08;Frankreich;NEGPOS_08_12;21.97
2023-09-08;Frankreich;NEGPOS_12_16;34.12
2023-09-08;Frankreich;NEGPOS_16_20;30
2023-09-08;Frankreich;NEGPOS_20_24;17.8
2023-09-09;Frankreich;NEGPOS_00_04;6
2023-09-09;Frankreich;NEGPOS_04_08;18
2023-09-09;Frankreich;NEGPOS_08_12;27.5
2023-09-09;Frankreich;NEGPOS_12_16;12
2023-09-09;Frankreich;NEGPOS_16_20;13.32
2023-09-09;Frankreich;NEGPOS_20_24;14.12
2023-09-10;Frankreich;NEGPOS_00_04;6
2023-09-10;Frankreich;NEGPOS_04_08;18.4
2023-09-10;Frankreich;NEGPOS_08_12;34.06
2023-09-10;Frankreich;NEGPOS_12_16;3.68
2023-09-10;Frankreich;NEGPOS_16_20;12
2023-09-10;Frankreich;NEGPOS_20_24;14.12
2023-09-11;Frankreich;NEGPOS_00_04;14
2023-09-11;Frankreich;NEGPOS_04_08;19
2023-09-11;Frankreich;NEGPOS_08_12;26.97
2023-09-11;Frankreich;NEGPOS_12_16;35
2023-09-11;Frankreich;NEGPOS_16_20;28.9
2023-09-11;Frankreich;NEGPOS_20_24;19.44
2023-09-12;Frankreich;NEGPOS_00_04;14.22
2023-09-12;Frankreich;NEGPOS_04_08;27
2023-09-12;Frankreich;NEGPOS_08_12;36
2023-09-12;Frankreich;NEGPOS_12_16;25
2023-09-12;Frankreich;NEGPOS_16_20;38.5
2023-09-12;Frankreich;NEGPOS_20_24;18.72
2023-09-13;Frankreich;NEGPOS_00_04;22.65
2023-09-13;Frankreich;NEGPOS_04_08;40.7
2023-09-13;Frankreich;NEGPOS_08_12;48
2023-09-13;Frankreich;NEGPOS_12_16;68.04
2023-09-13;Frankreich;NEGPOS_16_20;90.4
2023-09-13;Frankreich;NEGPOS_20_24;29
2023-09-14;Frankreich;NEGPOS_00_04;21.3
2023-09-14;Frankreich;NEGPOS_04_08;36
2023-09-14;Frankreich;NEGPOS_08_12;54.49
2023-09-14;Frankreich;NEGPOS_12_16;48
2023-09-14;Frankreich;NEGPOS_16_20;97.52
2023-09-14;Frankreich;NEGPOS_20_24;22.02
2023-09-15;Frankreich;NEGPOS_00_04;12.45
2023-09-15;Frankreich;NEGPOS_04_08;12
2023-09-15;Frankreich;NEGPOS_08_12;24
2023-09-15;Frankreich;NEGPOS_12_16;32.1
2023-09-15;Frankreich;NEGPOS_16_20;12
2023-09-15;Frankreich;NEGPOS_20_24;22.02
2023-09-16;Frankreich;NEGPOS_00_04;11.78
2023-09-16;Frankreich;NEGPOS_04_08;20
2023-09-16;Frankreich;NEGPOS_08_12;24
2023-09-16;Frankreich;NEGPOS_12_16;24
2023-09-16;Frankreich;NEGPOS_16_20;45.84
2023-09-16;Frankreich;NEGPOS_20_24;31.46
2023-09-17;Frankreich;NEGPOS_00_04;6
2023-09-17;Frankreich;NEGPOS_04_08;4.57
2023-09-17;Frankreich;NEGPOS_08_12;11
2023-09-17;Frankreich;NEGPOS_12_16;4
2023-09-17;Frankreich;NEGPOS_16_20;4
2023-09-17;Frankreich;NEGPOS_20_24;12
2023-09-18;Frankreich;NEGPOS_00_04;9.16
2023-09-18;Frankreich;NEGPOS_04_08;3.68
2023-09-18;Frankreich;NEGPOS_08_12;12
2023-09-18;Frankreich;NEGPOS_12_16;11
2023-09-18;Frankreich;NEGPOS_16_20;11
2023-09-18;Frankreich;NEGPOS_20_24;22.02
2023-09-19;Frankreich;NEGPOS_00_04;12.45
2023-09-19;Frankreich;NEGPOS_04_08;12
2023-09-19;Frankreich;NEGPOS_08_12;59.28
2023-09-19;Frankreich;NEGPOS_12_16;100
2023-09-19;Frankreich;NEGPOS_16_20;20.48
2023-09-19;Frankreich;NEGPOS_20_24;22.02
2023-09-20;Frankreich;NEGPOS_00_04;3.04
2023-09-20;Frankreich;NEGPOS_04_08;4.14
2023-09-20;Frankreich;NEGPOS_08_12;19.24
2023-09-20;Frankreich;NEGPOS_12_16;10
2023-09-20;Frankreich;NEGPOS_16_20;8.91
2023-09-20;Frankreich;NEGPOS_20_24;17.22
2023-09-21;Frankreich;NEGPOS_00_04;3.32
2023-09-21;Frankreich;NEGPOS_04_08;9.1
2023-09-21;Frankreich;NEGPOS_08_12;51.15
2023-09-21;Frankreich;NEGPOS_12_16;46
2023-09-21;Frankreich;NEGPOS_16_20;12
2023-09-21;Frankreich;NEGPOS_20_24;17.22
2023-09-22;Frankreich;NEGPOS_00_04;3.68
2023-09-22;Frankreich;NEGPOS_04_08;6
2023-09-22;Frankreich;NEGPOS_08_12;14.98
2023-09-22;Frankreich;NEGPOS_12_16;24
2023-09-22;Frankreich;NEGPOS_16_20;12
2023-09-22;Frankreich;NEGPOS_20_24;17.22
2023-09-23;Frankreich;NEGPOS_00_04;6
2023-09-23;Frankreich;NEGPOS_04_08;12
2023-09-23;Frankreich;NEGPOS_08_12;12
2023-09-23;Frankreich;NEGPOS_12_16;6
2023-09-23;Frankreich;NEGPOS_16_20;23.56
2023-09-23;Frankreich;NEGPOS_20_24;22.78
2023-09-24;Frankreich;NEGPOS_00_04;4
2023-09-24;Frankreich;NEGPOS_04_08;19.44
2023-09-24;Frankreich;NEGPOS_08_12;24
2023-09-24;Frankreich;NEGPOS_12_16;10
2023-09-24;Frankreich;NEGPOS_16_20;23.56
2023-09-24;Frankreich;NEGPOS_20_24;22.78
2023-09-25;Frankreich;NEGPOS_00_04;11
2023-09-25;Frankreich;NEGPOS_04_08;24
2023-09-25;Frankreich;NEGPOS_08_12;61.76
2023-09-25;Frankreich;NEGPOS_12_16;86.28
2023-09-25;Frankreich;NEGPOS_16_20;55.21
2023-09-25;Frankreich;NEGPOS_20_24;17.22
2023-09-26;Frankreich;NEGPOS_00_04;25
2023-09-26;Frankreich;NEGPOS_04_08;31.33
2023-09-26;Frankreich;NEGPOS_08_12;57.4
2023-09-26;Frankreich;NEGPOS_12_16;48
2023-09-26;Frankreich;NEGPOS_16_20;32.4
2023-09-26;Frankreich;NEGPOS_20_24;27
2023-09-27;Frankreich;NEGPOS_00_04;50
2023-09-27;Frankreich;NEGPOS_04_08;28.48
2023-09-27;Frankreich;NEGPOS_08_12;55.2
2023-09-27;Frankreich;NEGPOS_12_16;75.17
2023-09-27;Frankreich;NEGPOS_16_20;48
2023-09-27;Frankreich;NEGPOS_20_24;40.64
2023-09-28;Frankreich;NEGPOS_00_04;21.84
2023-09-28;Frankreich;NEGPOS_04_08;40.4
2023-09-28;Frankreich;NEGPOS_08_12;45.14
2023-09-28;Frankreich;NEGPOS_12_16;48
2023-09-28;Frankreich;NEGPOS_16_20;36.44
2023-09-28;Frankreich;NEGPOS_20_24;32.64
2023-09-29;Frankreich;NEGPOS_00_04;16.84
2023-09-29;Frankreich;NEGPOS_04_08;24
2023-09-29;Frankreich;NEGPOS_08_12;38.13
2023-09-29;Frankreich;NEGPOS_12_16;57.17
2023-09-29;Frankreich;NEGPOS_16_20;40.67
2023-09-29;Frankreich;NEGPOS_20_24;29.77
2023-09-30;Frankreich;NEGPOS_00_04;36
2023-09-30;Frankreich;NEGPOS_04_08;63
2023-09-30;Frankreich;NEGPOS_08_12;69.12
2023-09-30;Frankreich;NEGPOS_12_16;94.4
2023-09-30;Frankreich;NEGPOS_16_20;75.7
2023-09-30;Frankreich;NEGPOS_20_24;49.44
2023-10-01;Frankreich;NEGPOS_00_04;29.92
2023-10-01;Frankreich;NEGPOS_04_08;25.48
2023-10-01;Frankreich;NEGPOS_08_12;62.68
2023-10-01;Frankreich;NEGPOS_12_16;7.14
2023-10-01;Frankreich;NEGPOS_16_20;91.44
2023-10-01;Frankreich;NEGPOS_20_24;42
2023-10-02;Frankreich;NEGPOS_00_04;27.36
2023-10-02;Frankreich;NEGPOS_04_08;47.64
2023-10-02;Frankreich;NEGPOS_08_12;55.32
2023-10-02;Frankreich;NEGPOS_12_16;70.76
2023-10-02;Frankreich;NEGPOS_16_20;57.4
2023-10-02;Frankreich;NEGPOS_20_24;42.28
2023-10-03;Frankreich;NEGPOS_00_04;45.54
2023-10-03;Frankreich;NEGPOS_04_08;20.48
2023-10-03;Frankreich;NEGPOS_08_12;82.35
2023-10-03;Frankreich;NEGPOS_12_16;98.16
2023-10-03;Frankreich;NEGPOS_16_20;85.28
2023-10-03;Frankreich;NEGPOS_20_24;36
2023-10-04;Frankreich;NEGPOS_00_04;6
2023-10-04;Frankreich;NEGPOS_04_08;18.04
2023-10-04;Frankreich;NEGPOS_08_12;72
2023-10-04;Frankreich;NEGPOS_12_16;97.28
2023-10-04;Frankreich;NEGPOS_16_20;80.08
2023-10-04;Frankreich;NEGPOS_20_24;49.2
2023-10-05;Frankreich;NEGPOS_00_04;45.12
2023-10-05;Frankreich;NEGPOS_04_08;50.2
2023-10-05;Frankreich;NEGPOS_08_12;60.36
2023-10-05;Frankreich;NEGPOS_12_16;86.28
2023-10-05;Frankreich;NEGPOS_16_20;55.6
2023-10-05;Frankreich;NEGPOS_20_24;31.58
2023-10-06;Frankreich;NEGPOS_00_04;27.12
2023-10-06;Frankreich;NEGPOS_04_08;44.9
2023-10-06;Frankreich;NEGPOS_08_12;58.15
2023-10-06;Frankreich;NEGPOS_12_16;38.48
2023-10-06;Frankreich;NEGPOS_16_20;14.73
2023-10-06;Frankreich;NEGPOS_20_24;19.73
2023-10-07;Frankreich;NEGPOS_00_04;5.23
2023-10-07;Frankreich;NEGPOS_04_08;10
2023-10-07;Frankreich;NEGPOS_08_12;12
2023-10-07;Frankreich;NEGPOS_12_16;12
2023-10-07;Frankreich;NEGPOS_16_20;24
2023-10-07;Frankreich;NEGPOS_20_24;24.87
2023-10-08;Frankreich;NEGPOS_00_04;12.24
2023-10-08;Frankreich;NEGPOS_04_08;60
2023-10-08;Frankreich;NEGPOS_08_12;71.47
2023-10-08;Frankreich;NEGPOS_12_16;98.92
2023-10-08;Frankreich;NEGPOS_16_20;68
2023-10-08;Frankreich;NEGPOS_20_24;35
2023-10-09;Frankreich;NEGPOS_00_04;33.4
2023-10-09;Frankreich;NEGPOS_04_08;62.81
2023-10-09;Frankreich;NEGPOS_08_12;60.4
2023-10-09;Frankreich;NEGPOS_12_16;97.39
2023-10-09;Frankreich;NEGPOS_16_20;57.6
2023-10-09;Frankreich;NEGPOS_20_24;41.15
2023-10-10;Frankreich;NEGPOS_00_04;62.4
2023-10-10;Frankreich;NEGPOS_04_08;67.4
2023-10-10;Frankreich;NEGPOS_08_12;62.72
2023-10-10;Frankreich;NEGPOS_12_16;102.4
2023-10-10;Frankreich;NEGPOS_16_20;76.5
2023-10-10;Frankreich;NEGPOS_20_24;27.8
2023-10-11;Frankreich;NEGPOS_00_04;10
2023-10-11;Frankreich;NEGPOS_04_08;32.52
2023-10-11;Frankreich;NEGPOS_08_12;103.44
2023-10-11;Frankreich;NEGPOS_12_16;106.68
2023-10-11;Frankreich;NEGPOS_16_20;88
2023-10-11;Frankreich;NEGPOS_20_24;18.03
2023-10-12;Frankreich;NEGPOS_00_04;32.16
